,User,Date,Likes,Replies,Retweets,Source of Tweet,User Tweet Count,User Follower Count,Automated User,Verified User,Language,Tweet
918,Ninjascalp,2021-11-01 18:44:43+00:00,194,12,10,Twitter Web App,19244,189472,0,0,en,"They are trying so hard to nuke sub $60k to trigger the liquidations (Bybit,FTX,Finex,OKEX)

thing is we have some real demand here, especially SU likes it

continue ping pong and let us have fun with alts

$BTC https://t.co/ZRO7gZCrgP"
919,Kinggraycoat,2021-11-01 18:44:39+00:00,3,0,0,Twitter for Android,11139,1025,0,0,sv,"@treamigos Här isoleras det extra vid renoveringen, FTX installeras och båda kakelugnarna görs i ordning. Sedan planeras backup för el att driva det grundläggande i huset."
920,WhaleTrades,2021-11-01 18:44:38+00:00,2,1,0,Bitmex High Trades,333721,191792,0,0,en,"📈💶$1,377,324 $ETH LONGED @$4311.4 [01/11/21 18:44:38]
🏪FTX | ETH-PERP

🗣️Target sir? - CryptoChrisG"
921,AWcryptor,2021-11-01 18:44:09+00:00,0,1,0,Twitter for iPhone,177,159,0,0,ar,"@iMot3jrf تقرأ عنها..
باينانس سهلة 
Kucoin, ftx أفضل"
922,MatrixOzkoc,2021-11-01 18:42:32+00:00,1,0,0,Twitter for Android,40927,1965,0,0,en,"@RealFlokiInu $floki #floki it's a real dog meme token, and these guys don't sell dreams, it's a real and working project, please stop buying projects that sell dreams, list the working project 👏🔥👆

@binance @cz_binance @coinbase @HuobiGlobal @OKEx @kucoincom  @SBF_FTX @Nasdaq @upbitglobal"
923,CryptoCurb,2021-11-01 18:42:23+00:00,7,1,1,Twitter Web App,12442,17598,0,0,en,"This is huge! 🎇

#Solana NFT's are now able to be traded via Mobile with the @FTX_APP. 

Congrats @SBF_FTX, @FTX_US, @FTX_Official, @Brett_FTXUS and the entire #FTX team on being 1st to Market!

@Solana #SolanaNFTs #ToTheMoon 🚀"
924,NorthEastCone,2021-11-01 18:41:57+00:00,0,0,0,Twitter for Android,379,25,0,0,en,"@FTX_Official one thing I am going to tell you that kindly do support to Adabear token holders , we are going to report to government of India regarding this fraud with @BittrexGlobal @BittrexExchange @BittrexSupport @FTX_Official"
925,Victarion5,2021-11-01 18:41:56+00:00,0,0,0,Twitter for Android,659,19,0,0,en,@SBF_FTX when listing ?
926,LAshowkatian,2021-11-01 18:41:21+00:00,1,1,0,Twitter for Android,26560,179,0,0,en,"@Matt__Bitcoin @MASTERBTCLTC Re earn rate, I use Celsius, receiving 3.25%, crypto dot com doesn't appear to have LTC earn on its US platform. I'll check out FTX and use your code."
927,NftCryptoSneak,2021-11-01 18:40:24+00:00,0,2,0,Twitter for iPhone,2213,1688,0,0,en,@TeamKobold @TSM @AuroryProject @ftx_us @GirlsWhoCode Scam? Wdym? Who is scaming anyone here? In some years everyone will hold nfts. Its the future!
928,BitHoneyBadger,2021-11-01 18:40:03+00:00,2,1,0,Twitter Web App,380,58,0,0,en,Opinion on Decentraland (MANA) SCAMWICK? $BTC $ETH $ADA $XRP $BNB $SOL $DOGE $ALGO $LUNA $SRM $MANA #Bitcoin #BTC #LTC $BTC #Ethereum  #ALGO #LUNA #Solana  #SERUM #BNB #Tether #USDT #Ripple #XRP #MANA #Crypto #cryptocurrenices #cryptotrading #Binance #FTX  #OKEx  #Huobi #Facebook
929,NftCryptoSneak,2021-11-01 18:39:49+00:00,0,3,0,Twitter for iPhone,2213,1688,0,0,en,@BoomChickaDab @TSM @AuroryProject @ftx_us @GirlsWhoCode Nfts are the future bro…
930,Matt__Bitcoin,2021-11-01 18:39:25+00:00,0,1,0,Twitter for iPhone,29564,10922,0,0,en,"@LAshowkatian FTX (Blockfolio) Earn - Referral Code: MattBitcoin
First $10k earn rate is 8% APY
Over $10k earn rate is 5% APY
https://t.co/ExTE8y47bi

Nexo Earn
Platinum tier (5%), optional 1M FLEX (+1%) - total 6%. 
Base tier (4%), optional 1M FLEX (+1%) - total 5%
https://t.co/7m2q0lpTx6"
931,GuapTakeda,2021-11-01 18:39:15+00:00,4,0,1,Twitter for iPhone,197,9,0,0,en,@ameenochain @SBF_FTX @SBF_FTX check our volume we just getting started 😈 @WoofSolana
932,RakeshLovesY,2021-11-01 18:39:10+00:00,20,0,2,Twitter for Android,69439,6712,0,0,en,"@KryptoMaryam @verasitytech Something big is coming this week!
$VRA 
Let's see u on @binance @coinbase @cryptocom &amp; @ftx_app this Q4"
933,redroc_crypto,2021-11-01 18:38:45+00:00,4,1,0,Twitter for iPhone,9815,1359,0,0,en,"@MorningBrew @cryptocom @FTX_Official @CoinCloudDCM @CoinFlipATM @investvoyager @Ehrls15 just signed a 5 year deal with @dallasmavs &amp; @mcuban. 

Signed on @RobGronkowski as brand ambassador

Sponsoring @landoncassill as the only @NASCAR @NASCAR_Xfinity driver to be fully paid in crypto."
934,bookloveru2,2021-11-01 18:38:35+00:00,0,0,0,goodbookok,48587,270,0,0,ja,"FTXで一足先にコインベース株をGET(｀・ω・´)ゞ https://t.co/vIgh5xMpDc 
 #bitcoin"
935,InSightRH,2021-11-01 18:38:00+00:00,2,2,0,Twitter for iPhone,16052,6001,0,0,en,@AuroryDaily @TSM @AuroryProject @ftx_us @GirlsWhoCode Think I’m gonna get prices out of this xD
936,dizzle1487,2021-11-01 18:37:54+00:00,1,1,0,Twitter Web App,4980,101,0,0,en,"@BtcBlackthorne @ExcelTrading1 Triggering a bear market? Not even close. Funding rates at BTC in the 60K's these days is far from what it was when 60K early this year. Institutional accumulation is still ramping up. Advertising deal with NBA &amp; coinbase just recently signed.  FTX will run superbowl ad, etc."
937,RehanAh07599219,2021-11-01 18:37:52+00:00,0,0,3,Twitter for iPhone,1005,158,0,0,en,"Interesting to know a couple of  exchange traded fund (ETF) have been created to support the #Metaverse concept.

#ETFs #FTX #startup #Entrepreneur #Funding"
938,SportsBizTeam,2021-11-01 18:37:00+00:00,1,0,0,Twitter Web App,1592,533,0,0,en,"We're LIVE in 20 mins with the @ftx_us team (@SinaNader33, @Nate_FTXUS, @lionelWx9) talking Name, Image, Likeness!

Link to join us is on the Events page https://t.co/ylF5dwfANh https://t.co/6mqEHsggth"
939,Extinxiion,2021-11-01 18:36:40+00:00,0,0,0,Twitter for Android,8059,2057,0,0,qam,@TeamKobold @TSM @AuroryProject @ftx_us @GirlsWhoCode ?
940,ExchangeWhales,2021-11-01 18:35:55+00:00,0,0,0,exchangewhales,259091,4597,0,0,en,"🔻🔻🔻 $995,100 BTC-PERP SHORTED @$60,600 💻 on #FTX (18:35:55 UTC) #BTC #cryptocurrency"
941,0xSDR,2021-11-01 18:35:37+00:00,0,0,0,Twitter for iPhone,8874,2888,0,0,en,@TSM @SBF_FTX @AuroryProject @ftx_us @GirlsWhoCode LOVE THIS!!! If you’re down with social impact and NFTs come to our event on Nov 3rd in West Village NYC!! https://t.co/OCWnpu49Me
942,VGX_Heroes,2021-11-01 18:34:35+00:00,53,1,16,Twitter Web App,3266,4839,0,0,en,"@MorningBrew @cryptocom @FTX_Official @CoinCloudDCM @CoinFlipATM @investvoyager: Steve Ehrlich (former CEO of E*Trade), Rob Gronkowski, Landon Cassill, Mark Cuban (&amp; the Dallas Mavericks), Robert Irvine, Matt Barkley, Victor Oladipo, Tracy McGrady, and the #VGXheroes

How did this one get missed? 🧐"
943,0xMartinS,2021-11-01 18:34:35+00:00,2,0,0,Twitter for Android,11230,1553,0,0,en,".@artblocks_io feature in TIME
.@SBF_FTX on the Forbes cover

Crypto is slowly winning"
944,hodlthefomo,2021-11-01 18:34:19+00:00,2,0,1,Twitter for iPhone,5164,107,0,0,en,"@IcedKnife Everyday is a good day in $Defido land, got added to @ftx_app today so the kibble will be good eating tonight."
945,letusbet,2021-11-01 18:34:05+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Chainlink December future on #ftx is trading at 2.84% premium over spot
946,RajuCh11802681,2021-11-01 18:33:44+00:00,2,0,0,Twitter Web App,2943,340,0,0,qme,@TSM @AuroryProject @ftx_us @GirlsWhoCode https://t.co/o3PpqTvmPQ
947,ExchangeWhales,2021-11-01 18:32:51+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $978,607 BTC-PERP LONGED @$60,670 💻 on #FTX (18:32:51 UTC) #BTC #cryptocurrency"
948,ExchangeWhales,2021-11-01 18:32:31+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $883,506 BTC-PERP LONGED @$60,650 💻 on #FTX (18:32:31 UTC) #BTC #cryptocurrency"
949,AuroryDaily,2021-11-01 18:32:01+00:00,12,3,1,Twitter for Android,13157,6421,0,0,en,"@TSM @AuroryProject @ftx_us @GirlsWhoCode Dear 🐳 followers, chip in for the good cause and walk away with a mighty fine (and extremely rare) Aurorian 👀."
950,CryptoConekt,2021-11-01 18:31:58+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$586,114 $EOS SHORT @$4.54225 | 11/01 18:31:51
🏦FTX | EOS PERP

👀 Rule No.1: Never lose money. Rule No.2: Never forget rule No.1. – Warren Buffett"
951,WhaleTrades,2021-11-01 18:31:52+00:00,1,1,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$586,114 $EOS SHORTED @$4.54225 [01/11/21 18:31:52]
🏪FTX | EOS-PERP

🗣️The train is departing... Choo-Choo... - insomfx"
952,DYORCryptoBot,2021-11-01 18:31:21+00:00,0,0,0,DYORCryptoBot,323628,91521,1,0,en,"[SCAN RESULTS - 15m]

Exchange: #FTX

Top 5 bullish trend (#PERP futures)
1: $PAXG
2: $LRC
3: $OMG
4: $BAND
5: $XAUT

Top 5 bullish trend (#USD stocks)
1: $GLD
2: $GME
3: $BB
4: $BILI
5: $TSLA

All #FTX results on https://t.co/vMSA8RwQ1G website!"
953,TerrySchulz5,2021-11-01 18:30:29+00:00,0,0,0,Twitter for iPhone,9899,188,0,0,en,Sino Global Capital launches $200 million fund with backing from FTX https://t.co/8asN8fWjol
954,yang_eth,2021-11-01 18:30:16+00:00,0,0,0,Twitter Web App,6837,1075,0,0,ja,さすがにFTXはないだろうなぁ・・・
955,ExchangeWhales,2021-11-01 18:29:39+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $1,107,055 BTC-PERP LONGED @$60,640 💻 on #FTX (18:29:39 UTC) #BTC #cryptocurrency"
956,btc_orderalert,2021-11-01 18:29:39+00:00,1,0,0,Btc Order detection alert,325710,31914,0,0,en,"🐋📈【Buy】 BTC-PERP
Qty：$1,107,055（18.2 BTC）🐳🐳
Price：$60,640
[18:29:39 UTC] on FTX"
957,nicosaporiti_,2021-11-01 18:29:22+00:00,3,1,0,Twitter Web App,4997,2136,0,0,es,Jugando a crear un bot de arbitrajes para Buda y Ftx. Hay que medir mucho para ver si es posible. https://t.co/2CV6DRLpH3
958,CryptoConekt,2021-11-01 18:29:05+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$540,000 $DOGE SHORT @$0.267995 | 11/01 18:28:58
🏦FTX | DOGE PERP

👀 How did you learn how to trade? By losing! - B.B King"
959,ExchangeWhales,2021-11-01 18:29:02+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $976,976 BTC-PERP LONGED @$60,620 💻 on #FTX (18:29:02 UTC) #BTC #cryptocurrency"
960,WhaleTrades,2021-11-01 18:28:59+00:00,3,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$540,000 $DOGE SHORTED @$0.267995 [01/11/21 18:28:59]
🏪FTX | DOGE-PERP

🗣️I am here for the technology - ZenNF_"
961,GlobalEconomyEN,2021-11-01 18:28:58+00:00,2,0,0,Twitter Web App,18179,1702,0,0,en,"#tezos is forming a falling wedge

you can trade it on FTX: https://t.co/u5BPtA2U2w https://t.co/QD9akRyqSz"
962,kevboknows,2021-11-01 18:28:35+00:00,1,0,0,Twitter for iPhone,12087,351,0,0,en,@FTX_Official @SportsBizTeam your design aesthete needs an overhaul
963,a_broccoli_irl,2021-11-01 18:28:01+00:00,0,0,0,Twitter for Android,14715,947,0,0,en,"@LBrypto @marenaltman Can't use FTX in NY tho, which is shit."
964,letusbet,2021-11-01 18:27:52+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Litecoin December future on #ftx is trading at 2.62% premium over spot
965,ajanilinks,2021-11-01 18:27:29+00:00,4,0,0,Twitter for Android,12302,1415,0,0,en,"""You see this Never fall in love with a coin"" I learnt it the most Harshest way with XRP.
When I eventually lost all my patience, converted it all into USDT and staked it On my FTX.

Earning better rewards now🤝"
966,GlobalEconomyEN,2021-11-01 18:26:49+00:00,2,0,0,Twitter Web App,18179,1702,0,0,en,"#REEF is breaking out!

you can trade it on #FTX (5% off trading fees): https://t.co/u5BPtA2U2w https://t.co/T6qENYMvnJ"
967,JBonowski,2021-11-01 18:26:23+00:00,14,2,1,Twitter for Android,13934,75,0,0,en,@TSM @AuroryProject @ftx_us @GirlsWhoCode TSM really out here marketing NFTs now? Gross...
968,yang_eth,2021-11-01 18:26:10+00:00,1,1,0,Twitter Web App,6837,1075,0,0,ja,"$GART 来てます。もうすぐATH更新。今回はCEX上場上げ。急騰からの急落注意ですがFTXに乗っかれば大勝利なので安易に売らず握っておきます。
https://t.co/nl6ous0xHh"
969,GlobalEconomyEN,2021-11-01 18:25:59+00:00,1,0,0,Twitter Web App,18179,1702,0,0,en,"#OKB is moving bullish

you can trade it on #FTX (5% off trading fees): https://t.co/u5BPtA2U2w https://t.co/RkuEY2MoDT"
970,lore807823431,2021-11-01 18:25:58+00:00,1,0,0,Twitter for iPhone,247,27,0,0,en,"@SBF_FTX @Brett_FTXUS 
Hear me out: FTX cards made out of Tungsten. 🔥"
971,DeFiLegal,2021-11-01 18:25:32+00:00,0,0,0,Twitter for iPhone,5771,1614,0,0,en,"@Travis_Kling @PrestonPysh Wow, will definitely be signing up! Didn’t know FTX had backed Sino Global. Set a reminder to read up on that story as well. 🤔"
972,VIZZPOV,2021-11-01 18:25:15+00:00,1,0,0,Twitter for iPhone,3116,253,0,0,en,"@epictreasure1 Okex, and I manage everything from FTX. I can track total profit and lose from the app."
973,GlobalEconomyEN,2021-11-01 18:24:30+00:00,3,0,0,Twitter Web App,18179,1702,0,0,en,"#KMD chart update

you can trade it on #FTX (5% off trading fees): https://t.co/u5BPtA2U2w https://t.co/gTnO887kni"
974,GlobalEconomyEN,2021-11-01 18:23:47+00:00,1,0,0,Twitter Web App,18179,1702,0,0,en,"#INJ is holding the support

you can trade it on #FTX: https://t.co/u5BPtA2U2w https://t.co/1TYKbuNj40"
975,MatrixOzkoc,2021-11-01 18:23:46+00:00,0,0,0,Twitter for Android,40927,1965,0,0,und,@shopping_io @RealFlokiInu @binance @cz_binance @coinbase @HuobiGlobal @OKEx @kucoincom @SBF_FTX @Nasdaq @upbitglobal @elonmusk 👏🔥💪
976,SmokinSats,2021-11-01 18:22:57+00:00,1,1,0,Twitter for iPhone,1347,54,0,0,en,@TheEricNorris Ftx probs
977,GlobalEconomyEN,2021-11-01 18:22:45+00:00,1,0,0,Twitter Web App,18179,1702,0,0,en,"#ICP bear flag update

you can trade it on FTX (5% off trading fees): https://t.co/u5BPtA2U2w https://t.co/I9XAyxdk8j"
978,TeamKobold,2021-11-01 18:22:10+00:00,12,7,0,Twitter Web App,14385,121,0,0,en,@TSM @AuroryProject @ftx_us @GirlsWhoCode Not gonna lie. Coulda done the charity drive without adding NFT's to the mix. I'm actually kinda mad that a team I grew up with is buying into a scam fad.
979,valentinperp,2021-11-01 18:22:08+00:00,0,1,0,Twitter Web App,3170,483,0,0,en,Longed #FTM on #ftx
980,Amsterd00916116,2021-11-01 18:21:57+00:00,0,0,0,Twitter for iPhone,4194,42,0,0,qam,@cz_binance @SBF_FTX
981,GlobalEconomyEN,2021-11-01 18:21:35+00:00,1,0,0,Twitter Web App,18179,1702,0,0,en,"#Polkadot reached the breakout target!

you can trade it on FTX (5% off trading fees): https://t.co/3MagcBdzs4 https://t.co/RiTCU74iof"
982,Wu_Ming796,2021-11-01 18:21:07+00:00,1,0,0,Twitter Web App,3676,12,0,0,en,@BoomChickaDab @TSM @AuroryProject @ftx_us @GirlsWhoCode Sadly since FTX invested in TSM they have to promo cryptos now :(
983,elliot0511,2021-11-01 18:21:06+00:00,0,0,0,Twitter for Android,9551,395,0,0,en,Probably @FTX_Official buying PayPal
984,NibbioRekt,2021-11-01 18:21:00+00:00,0,0,0,NibbioREKT,244335,553,0,0,hu,"💥 FTX SOLUSD 21k$ @ 199.8325 🌑
💥 FTX SOLUSD 180k$ @ 199.75 🌖"
985,ExchangeWhales,2021-11-01 18:20:59+00:00,0,0,0,exchangewhales,259091,4597,0,0,en,"🐮🔫🐮🔫🐮 $179,775 SOL-PERP LIQUIDATED LONG @$199.75 💻 on #FTX (18:20:59 UTC) #SOL #cryptocurrency"
986,CryptoConekt,2021-11-01 18:20:52+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$842,054 $AVAX SHORT @$64.6 | 11/01 18:20:44
🏦FTX | AVAX PERP

👀 Just buy and don't look, best plan ever - Drake"
987,SamiBansiya,2021-11-01 18:20:48+00:00,0,0,0,Twitter Web App,6186,383,0,0,und,@viresfinance @ftx_app 👏👋
988,WhaleTrades,2021-11-01 18:20:47+00:00,1,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$842,054 $AVAX SHORTED @$64.6 [01/11/21 18:20:46]
🏪FTX | AVAX-PERP

🗣️He bought the dip. Load the dump. - DNaftaplin"
989,CryptoConekt,2021-11-01 18:20:42+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$2,325,697 $BTC SHORT @$60650.0 | 11/01 18:20:35
🏦FTX | BTC PERP

👀 Who's the idiot that keeps selling? Marilyn Monroe"
990,WhaleTrades,2021-11-01 18:20:37+00:00,4,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$2,325,697 $BTC SHORTED @$60650.0 [01/11/21 18:20:36]
🏪FTX | BTC-PERP

🗣️ALL IN - CryptoLyonnias"
991,ExchangeWhales,2021-11-01 18:20:36+00:00,0,0,0,exchangewhales,259091,4597,0,0,en,"🔻🔻🔻 $2,319,680 BTC-PERP SHORTED @$60,650 💻 on #FTX (18:20:36 UTC) #BTC #cryptocurrency"
992,btc_orderalert,2021-11-01 18:20:36+00:00,0,0,0,Btc Order detection alert,325710,31914,0,0,en,"🐋📉【Sell】 BTC-PERP
Qty：$2,319,680（38.2 BTC）🐳🐳🐳🐳
Price：$60,650
[18:20:36 UTC] on FTX"
993,GlobalEconomyEN,2021-11-01 18:20:23+00:00,1,0,0,Twitter Web App,18179,1702,0,0,en,"#C98 is lateralizing

you can trade it on FTX (5% off trading fees): https://t.co/u5BPtA2U2w https://t.co/gMkOppCQkS"
994,pahsca,2021-11-01 18:19:58+00:00,1,1,0,Twitter for iPhone,19555,362,0,0,en,@UltraXBT Gonna have to change his name to FTX Nick at this rate
995,trader_marky,2021-11-01 18:19:44+00:00,2,1,0,Twitter for iPhone,16192,2256,0,0,en,@PelotonHolder FTX 👀 (FTT is the token)
996,viresfinance,2021-11-01 18:19:44+00:00,121,18,16,Twitter Web App,112,7823,0,0,en,$VIRES is now listed in and tracked in @ftx_app  (formerly Blockfolio)! https://t.co/m3ETphn5Qg
997,BoomChickaDab,2021-11-01 18:19:32+00:00,3,2,0,Twitter Web App,3538,59,0,0,en,@TSM @AuroryProject @ftx_us @GirlsWhoCode bro is every one doing nfts now
998,ExchangeWhales,2021-11-01 18:19:10+00:00,0,1,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $1,212,600 BTC-PERP LONGED @$60,630 💻 on #FTX (18:19:10 UTC) #BTC #cryptocurrency"
999,btc_orderalert,2021-11-01 18:19:10+00:00,0,0,0,Btc Order detection alert,325710,31914,0,0,en,"🐋📈【Buy】 BTC-PERP
Qty：$1,212,600（20 BTC）🐳🐳
Price：$60,630
[18:19:09 UTC] on FTX"
1000,ExchangeWhales,2021-11-01 18:19:08+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $1,212,600 BTC-PERP LONGED @$60,630 💻 on #FTX (18:19:08 UTC) #BTC #cryptocurrency"
1001,btc_orderalert,2021-11-01 18:19:08+00:00,0,0,0,Btc Order detection alert,325710,31914,0,0,en,"🐋📈【Buy】 BTC-PERP
Qty：$1,212,600（20 BTC）🐳🐳
Price：$60,630
[18:19:08 UTC] on FTX"
1002,CryptoConekt,2021-11-01 18:18:58+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$598,740 $SOL SHORT @$199.5775 | 11/01 18:18:51
🏦FTX | SOL PERP

👀 A dream business that doesn’t make money is a living nightmare. - Habeeb Akande"
1003,CryptoConekt,2021-11-01 18:18:57+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$685,274 $SOL SHORT @$199.7 | 11/01 18:18:49
🏦FTX | SOL PERP

👀 Bills travel through the mail at twice the speed of checks. — Steven Wright"
1004,WhaleTrades,2021-11-01 18:18:52+00:00,2,0,1,Bitmex High Trades,333721,191792,0,0,en,"📉💶$598,740 $SOL SHORTED @$199.5775 [01/11/21 18:18:52]
🏪FTX | SOL-PERP

🗣️It’s one step from the limo to the gutter - BuyLowSe11high"
1005,WhaleTrades,2021-11-01 18:18:51+00:00,3,0,1,Bitmex High Trades,333721,191792,0,0,en,"📉💶$685,274 $SOL SHORTED @$199.7 [01/11/21 18:18:51]
🏪FTX | SOL-PERP

🗣️If you don’t believe me or don’t get it, I don’t have time to try to convince you, sorry. - Satoshi Nakamoto"
1006,WhaleTrades,2021-11-01 18:18:48+00:00,4,0,1,Bitmex High Trades,333721,191792,0,0,en,"📉💶$1,062,668 $SOL SHORTED @$200.0 [01/11/21 18:18:48]
🏪FTX | SOL-PERP

🗣️ok can you guys stop trading - Vitalik Buterin"
1007,FTX_Official,2021-11-01 18:18:32+00:00,9,0,0,TweetDeck,6392,761806,0,1,und,@TSM @AuroryProject @ftx_us @GirlsWhoCode 👏 👏 👏 👏 👏
1008,VinaCoins,2021-11-01 18:18:20+00:00,6,0,1,Twitter for iPhone,5005,69,0,0,und,@defidotoken @ftx_app $defido to 10$
1009,GlobalEconomyEN,2021-11-01 18:18:09+00:00,1,0,0,Twitter Web App,18179,1702,0,0,en,"#ADA chart update

you can trade it on FTX (5% off trading fees): https://t.co/u5BPtA2U2w https://t.co/KVkZUPax8f"
1010,letusbet,2021-11-01 18:18:08+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Ethereum March future on #ftx is trading at 6.07% premium over spot
1011,CryptoConekt,2021-11-01 18:17:54+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$3,027,219 $BTC SHORT @$60630.0 | 11/01 18:17:46
🏦FTX | BTC PERP

👀 I don't want to hear you say it's red that just means you don't get it - Nicki Minaj"
1012,dannylu714,2021-11-01 18:17:53+00:00,0,0,0,Twitter Web App,2053,313,0,0,und,@TSM @AuroryProject @ftx_us @GirlsWhoCode wow!
1013,WhaleTrades,2021-11-01 18:17:48+00:00,1,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$3,027,219 $BTC SHORTED @$60630.0 [01/11/21 18:17:48]
🏪FTX | BTC-PERP

🗣️Let me tell you why this is good. - Vitalik"
1014,ExchangeWhales,2021-11-01 18:17:48+00:00,0,0,0,exchangewhales,259091,4597,0,0,en,"🔻🔻🔻 $1,062,163 BTC-PERP SHORTED @$60,650 💻 on #FTX (18:17:48 UTC) #BTC #cryptocurrency"
1015,btc_orderalert,2021-11-01 18:17:48+00:00,0,0,0,Btc Order detection alert,325710,31914,0,0,en,"🐋📉【Sell】 BTC-PERP
Qty：$1,062,163（17.5 BTC）🐳🐳
Price：$60,650
[18:17:48 UTC] on FTX"
1016,CryptoConekt,2021-11-01 18:17:43+00:00,0,0,0,erased22194974_8CRqP7iv7U,217615,4416,0,0,en,"🐻💰$4,151,275 $BTC SHORT @$60630.0 | 11/01 18:17:35
🏦FTX | BTC PERP

👀 HODL means you hold until you're homeless, period - John Legend"
1017,ExchangeWhales,2021-11-01 18:17:38+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $1,427,424 BTC-PERP LONGED @$60,630 💻 on #FTX (18:17:38 UTC) #BTC #cryptocurrency"
1018,btc_orderalert,2021-11-01 18:17:38+00:00,0,0,0,Btc Order detection alert,325710,31914,0,0,en,"🐋📈【Buy】 BTC-PERP
Qty：$1,427,424（23.5 BTC）🐳🐳
Price：$60,630
[18:17:38 UTC] on FTX"
1019,WhaleTrades,2021-11-01 18:17:38+00:00,1,0,0,Bitmex High Trades,333721,191792,0,0,en,"📉💶$4,151,275 $BTC SHORTED @$60630.0 [01/11/21 18:17:37]
🏪FTX | BTC-PERP

🗣️Could go up could go down - IDreamOfGems"
1020,GlobalEconomyEN,2021-11-01 18:17:32+00:00,2,0,0,Twitter Web App,18179,1702,0,0,en,"#SAND is forming an ascending triangle

you can trade it on #FTX (5% off trading fees): https://t.co/u5BPtA2U2w https://t.co/9SiYCc5dS4"
1021,FTX_Official,2021-11-01 18:16:59+00:00,73,13,12,Twitter Web App,6392,761806,0,1,en,"Excited to see the FTX team speak today at the Name, Image, Likeness Summit about our recent partnerships &amp; future opportunities!

And it’s FREE for college athletes! 
(DM @SportsBizTeam for the link)

All others can RSVP now on the Events page at https://t.co/PJQDtC5VTD https://t.co/Xk3I1lX4Xf"
1022,adamcrypto_,2021-11-01 18:16:18+00:00,1,1,0,Twitter for iPhone,2995,1409,0,0,en,@AltcoinPsycho Friendly reminder for my FTX apes
1023,DYORCryptoBot,2021-11-01 18:16:13+00:00,2,0,0,DYORCryptoBot,323628,91521,1,0,en,"[SCAN RESULTS - 15m]

Exchange: #FTX

Top 5 bullish trend (#PERP futures)
1: $PAXG
2: $LRC
3: $REEF
4: $OMG
5: $BAND

Top 5 bullish trend (#USD stocks)
1: $GLD
2: $GME
3: $BILI
4: $BB
5: $ABNB

All #FTX results on https://t.co/vMSA8RwQ1G website!"
1024,kijkmechest,2021-11-01 18:16:04+00:00,1,1,0,Twitter for iPhone,6508,646,0,0,en,"@CryptoLicerdo @THORChain @THORmaximalist You can buy it on FTX, KuCoin and Binance"
1025,letusbet,2021-11-01 18:15:57+00:00,0,0,0,market_alerts,25281,790,0,0,en,#BTC March future on #ftx is trading at 5.66% premium over spot
1026,m_b_moradi,2021-11-01 18:15:48+00:00,1,0,0,Twitter for iPhone,2576,1789,0,0,fa,@Lehrer33675349 Ftx رو نمیدونم! اما هوبی برای خرید خوبه
1027,Davidpalmer89,2021-11-01 18:15:48+00:00,1,0,0,Twitter for iPhone,866,175,0,0,qam,@MonkDoesnt @SBF_FTX @RichardBarryy
1028,letusbet,2021-11-01 18:15:26+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Ripple December future on #ftx is trading at 2.89% premium over spot
1029,FTX_Helpdesk,2021-11-01 18:15:09+00:00,0,0,0,Twitter for iPhone,1367,34209,0,1,en,"@UncleRico35 @Brett_FTXUS @SBF_FTX @ftx_app Hi , can you please send us a DM? Thanks!"
1030,letusbet,2021-11-01 18:14:55+00:00,0,0,0,market_alerts,25281,790,0,0,en,#Solana December future on #ftx is trading at 3.32% premium over spot
1031,ExchangeWhales,2021-11-01 18:14:17+00:00,0,0,0,exchangewhales,259091,4597,0,0,in,"🚀🚀🚀 $990,029 BTC-PERP LONGED @$60,850 💻 on #FTX (18:14:17 UTC) #BTC #cryptocurrency"
1032,loserleaves,2021-11-01 18:12:50+00:00,1,0,0,Twitter for Android,137606,1965,0,0,en,@NFTtaylor @Brett_FTXUS @jumio @ftx_app @FTX_Official Sent 🤝
